comb7_str_key,comb5_name,comb5_nn,comb5_str_key
"2,7,9,10,12,12,13_2,7,10,12,13",FLUSH,6594,"2,7,10,12,13_fl"
"2,3,4,5,7,10,14_3,5,7,10,14",FLUSH,6730,"3,5,7,10,14_fl"
"2,4,5,9,11,12,13_4,9,11,12,13",FLUSH,6635,"4,9,11,12,13_fl"
"3,5,5,7,7,8,14_3,5,7,8,14",FLUSH,6675,"3,5,7,8,14_fl"
"5,6,7,10,11,13,14_5,6,7,10,14",FLUSH,6735,"5,6,7,10,14_fl"
"2,3,5,5,8,8,12_unfl",TWO_PAIRS,4343,"5,5,8,8,12_unfl"
"2,3,5,6,9,9,14_2,3,5,6,9,14",FLUSH,6689,"3,5,6,9,14_fl"
"2,3,6,8,12,14,14_3,6,8,12,14",FLUSH,6883,"3,6,8,12,14_fl"
"2,2,7,7,8,8,10_unfl",TWO_PAIRS,4363,"7,7,8,8,10_unfl"
"3,3,10,10,11,11,13_unfl",TWO_PAIRS,4630,"10,10,11,11,13_unfl"
"3,6,11,11,11,13,14_3,6,11,13,14",FLUSH,7067,"3,6,11,13,14_fl"
"3,4,4,5,6,8,14_3,4,5,6,14",FLUSH,6650,"3,4,5,6,14_fl"
"5,7,7,9,10,12,13_5,7,9,12,13",FLUSH,6576,"5,7,9,12,13_fl"
"2,3,5,8,9,12,12_2,5,8,9,12",FLUSH,6167,"2,5,8,9,12_fl"
"3,3,4,5,9,9,12_unfl",TWO_PAIRS,4387,"3,3,9,9,12_unfl"
"3,4,6,8,9,10,13_4,8,9,10,13",FLUSH,6440,"4,8,9,10,13_fl"
"2,4,4,7,8,10,13_2,4,7,10,13",FLUSH,6399,"2,4,7,10,13_fl"
"3,4,4,5,10,12,13_3,4,5,10,12",FLUSH,6182,"3,4,5,10,12_fl"
"4,7,9,10,11,12,14_4,7,9,11,14",FLUSH,6819,"4,7,9,11,14_fl"
"5,6,6,7,8,8,11_5,6,7,8,11",FLUSH,6018,"5,6,7,8,11_fl"
"6,8,9,9,10,14,14_unfl",TWO_PAIRS,4947,"9,9,10,14,14_unfl"
"9,10,12,13,13,13,13_unfl",FOUR_OF_KIND,7438,"12,13,13,13,13_unfl"
"3,6,7,8,11,13,13_unfl",ONE_PAIR,3801,"7,8,11,13,13_unfl"
"2,3,4,6,8,10,14_2,3,4,6,14",FLUSH,6647,"2,3,4,6,14_fl"
"2,3,4,7,13,13,14_2,3,7,13,14",FLUSH,6986,"2,3,7,13,14_fl"
"3,5,8,8,10,12,14_3,8,10,12,14",FLUSH,6928,"3,8,10,12,14_fl"
"3,3,3,5,6,10,13_unfl",THREE_OF_KIND,5113,"3,3,3,10,13_unfl"
"3,3,3,4,6,6,10_unfl",FULL_HOUSE,7155,"3,3,3,6,6_unfl"
"2,3,4,7,12,13,14_3,4,7,12,13,14",FLUSH,7108,"4,7,12,13,14_fl"
"2,3,7,8,10,11,14_2,3,8,10,11,14",FLUSH,6844,"3,8,10,11,14_fl"
"4,6,6,7,10,10,10_unfl",FULL_HOUSE,7240,"6,6,10,10,10_unfl"
"3,4,5,7,9,12,12_unfl",ONE_PAIR,3525,"5,7,9,12,12_unfl"
"5,7,11,11,12,14,14_5,7,11,12,14",FLUSH,6953,"5,7,11,12,14_fl"
"2,3,3,5,8,13,14_2,3,5,8,14",FLUSH,6662,"2,3,5,8,14_fl"
"2,2,4,12,12,13,13_unfl",TWO_PAIRS,4854,"4,12,12,13,13_unfl"
"2,4,5,6,8,10,11_2,5,6,8,10",FLUSH,5937,"2,5,6,8,10_fl"
"3,3,3,8,8,12,13_unfl",FULL_HOUSE,7157,"3,3,3,8,8_unfl"
"3,4,4,9,9,10,12_3,4,9,10,12",FLUSH,6216,"3,4,9,10,12_fl"
"2,2,4,6,8,12,13_unfl",ONE_PAIR,1438,"2,2,8,12,13_unfl"
"2,3,5,5,9,10,11_3,5,9,10,11",FLUSH,6093,"3,5,9,10,11_fl"
"2,4,5,6,6,11,12_2,4,5,6,12",FLUSH,6112,"2,4,5,6,12_fl"
"2,5,7,7,8,9,9_unfl",TWO_PAIRS,4428,"7,7,8,9,9_unfl"
"2,3,4,6,8,11,14_3,6,8,11,14",FLUSH,6799,"3,6,8,11,14_fl"
"4,5,6,6,9,12,13_4,5,6,9,12",FLUSH,6153,"4,5,6,9,12_fl"
"4,8,9,11,12,13,13_4,8,11,12,13",FLUSH,6629,"4,8,11,12,13_fl"
"2,2,7,8,8,11,12_2,7,8,11,12",FLUSH,6265,"2,7,8,11,12_fl"
"3,8,8,11,13,14,14_3,8,11,13,14",FLUSH,7076,"3,8,11,13,14_fl"
"2,5,7,8,9,11,12_5,7,8,11,12",FLUSH,6268,"5,7,8,11,12_fl"
"2,2,7,11,12,13,14_unfl",ONE_PAIR,1496,"2,2,12,13,14_unfl"
"3,5,8,12,13,14,14_3,5,8,13,14",FLUSH,7000,"3,5,8,13,14_fl"
"2,3,4,7,10,12,14_2,3,7,12,14",FLUSH,6866,"2,3,7,12,14_fl"
"4,4,4,5,9,12,13_4,5,9,12,13",FLUSH,6568,"4,5,9,12,13_fl"
"7,8,10,11,12,13,14_7,8,12,13,14",FLUSH,7116,"7,8,12,13,14_fl"
"2,4,7,10,12,13,14_2,7,10,12,14",FLUSH,6922,"2,7,10,12,14_fl"
"2,3,4,8,11,14,14_3,4,8,11,14",FLUSH,6794,"3,4,8,11,14_fl"
"2,3,4,9,11,11,12_3,4,9,11,12",FLUSH,6272,"3,4,9,11,12_fl"
"2,2,11,13,13,13,13_unfl",FOUR_OF_KIND,7437,"11,13,13,13,13_unfl"
"3,6,6,8,9,10,13_unfl",ONE_PAIR,2304,"6,6,9,10,13_unfl"
"2,2,4,8,9,11,14_2,4,9,11,14",FLUSH,6808,"2,4,9,11,14_fl"
"3,8,9,10,11,13,14_3,8,11,13,14",FLUSH,7076,"3,8,11,13,14_fl"
"4,6,7,11,13,14,14_4,7,11,13,14",FLUSH,7072,"4,7,11,13,14_fl"
"4,6,7,8,9,11,12_4,6,7,8,12",FLUSH,6142,"4,6,7,8,12_fl"
"2,4,7,9,10,11,13_7,9,10,11,13",FLUSH,6526,"7,9,10,11,13_fl"
"2,2,3,4,6,8,11_unfl",ONE_PAIR,1346,"2,2,6,8,11_unfl"
"3,5,6,6,9,12,14_3,5,6,9,12",FLUSH,6152,"3,5,6,9,12_fl"
"4,6,7,11,12,13,14_4,7,11,12,13,14",FLUSH,7137,"7,11,12,13,14_fl"
"2,4,9,10,10,10,14_unfl",THREE_OF_KIND,5585,"9,10,10,10,14_unfl"
"5,5,7,7,13,13,14_unfl",TWO_PAIRS,4807,"7,7,13,13,14_unfl"
"6,7,7,9,10,12,14_6,7,9,12,14",FLUSH,6905,"6,7,9,12,14_fl"
"2,2,3,6,7,12,14_2,3,7,12,14",FLUSH,6866,"2,3,7,12,14_fl"
"2,3,4,6,7,12,13_2,3,6,7,12",FLUSH,6118,"2,3,6,7,12_fl"
"3,3,7,8,10,12,13_3,7,8,10,12",FLUSH,6210,"3,7,8,10,12_fl"
"2,3,10,11,12,13,13_2,3,10,11,12,13",FLUSH,6641,"3,10,11,12,13_fl"
"4,5,5,8,8,12,13_unfl",TWO_PAIRS,4344,"5,5,8,8,13_unfl"
"3,5,7,9,11,12,14_5,7,9,12,14",FLUSH,6904,"5,7,9,12,14_fl"
"3,4,4,7,8,9,14_3,4,7,8,14",FLUSH,6673,"3,4,7,8,14_fl"
"4,7,7,9,10,12,14_4,7,9,10,14",FLUSH,6763,"4,7,9,10,14_fl"
"2,2,8,9,10,10,12_2,8,9,10,12",FLUSH,6229,"2,8,9,10,12_fl"
"4,7,7,9,10,10,10_unfl",FULL_HOUSE,7241,"7,7,10,10,10_unfl"
"3,4,6,7,7,8,13_3,6,7,8,13",FLUSH,6350,"3,6,7,8,13_fl"
"6,8,9,10,10,11,14_6,8,9,10,11",FLUSH,6108,"6,8,9,10,11_fl"
"2,4,5,7,7,8,11_2,4,5,7,8",FLUSH,5874,"2,4,5,7,8_fl"
"5,7,11,12,13,13,14_5,11,12,13,14",FLUSH,7135,"5,11,12,13,14_fl"
"3,4,5,5,8,11,14_unfl",ONE_PAIR,2135,"5,5,8,11,14_unfl"
"6,8,8,10,11,12,13_6,8,10,11,12",FLUSH,6310,"6,8,10,11,12_fl"
"2,4,6,7,11,12,12_2,4,6,11,12",FLUSH,6240,"2,4,6,11,12_fl"
"3,8,9,11,12,13,14_3,9,11,12,13",FLUSH,6634,"3,9,11,12,13_fl"
"2,4,4,5,6,7,10_2,4,6,7,10",FLUSH,5925,"2,4,6,7,10_fl"
"3,4,5,7,9,11,13_4,5,7,9,11,13",FLUSH,6492,"5,7,9,11,13_fl"
"4,8,9,10,11,13,13_4,8,10,11,13",FLUSH,6517,"4,8,10,11,13_fl"
"2,2,3,7,7,7,10_unfl",FULL_HOUSE,7200,"2,2,7,7,7_unfl"
"4,5,8,8,9,11,11_unfl",TWO_PAIRS,4605,"8,8,9,11,11_unfl"
"6,7,7,9,10,12,13_6,7,9,10,12",FLUSH,6228,"6,7,9,10,12_fl"
"3,9,10,11,12,13,14_unfl",STRAIGHT,5862,"10,11,12,13,14_unfl"
"2,2,4,5,6,11,13_2,4,5,6,11,13",FLUSH,6453,"4,5,6,11,13_fl"
"3,4,8,8,10,13,14_3,4,8,10,13",FLUSH,6410,"3,4,8,10,13_fl"
"3,4,5,7,9,9,14_3,4,5,9,14",FLUSH,6684,"3,4,5,9,14_fl"
"4,4,5,5,10,13,14_unfl",TWO_PAIRS,4202,"4,4,5,5,14_unfl"
"3,4,5,7,9,10,13_3,5,7,9,10,13",FLUSH,6436,"5,7,9,10,13_fl"
"4,6,8,10,12,13,14_4,6,10,12,13,14",FLUSH,7128,"6,10,12,13,14_fl"
"2,2,3,4,6,10,14_2,3,6,10,14",FLUSH,6720,"2,3,6,10,14_fl"
"2,4,5,8,12,13,14_2,4,8,12,13,14",FLUSH,7113,"4,8,12,13,14_fl"
"3,4,7,8,9,12,13_4,7,9,12,13",FLUSH,6575,"4,7,9,12,13_fl"
"3,4,6,6,7,13,14_3,6,7,13,14",FLUSH,6993,"3,6,7,13,14_fl"
"5,9,10,10,11,11,12_unfl",TWO_PAIRS,4629,"10,10,11,11,12_unfl"
"5,8,10,11,12,13,14_8,10,11,13,14",FLUSH,7094,"8,10,11,13,14_fl"
"2,6,7,8,10,13,13_2,7,8,10,13",FLUSH,6418,"2,7,8,10,13_fl"
"2,3,3,7,9,11,13_2,3,9,11,13",FLUSH,6479,"2,3,9,11,13_fl"
"4,5,8,8,8,9,10_unfl",THREE_OF_KIND,5418,"8,8,8,9,10_unfl"
"3,4,5,7,10,11,12_4,5,7,10,11,12",FLUSH,6304,"5,7,10,11,12_fl"
"2,2,8,9,10,13,14_unfl",ONE_PAIR,1494,"2,2,10,13,14_unfl"
"6,6,6,6,7,8,13_unfl",FOUR_OF_KIND,7354,"6,6,6,6,13_unfl"
"2,6,7,7,7,11,12_unfl",THREE_OF_KIND,5369,"7,7,7,11,12_unfl"
"2,6,8,8,9,9,10_2,6,8,9,10",FLUSH,5976,"2,6,8,9,10_fl"
"2,6,6,9,12,12,12_unfl",FULL_HOUSE,7264,"6,6,12,12,12_unfl"
"2,2,4,7,8,9,13_2,4,7,8,9",FLUSH,5907,"2,4,7,8,9_fl"
"2,2,5,7,11,11,14_unfl",TWO_PAIRS,4543,"2,2,11,11,14_unfl"
"2,4,5,9,10,11,12_2,4,9,10,11,12",FLUSH,6314,"4,9,10,11,12_fl"
"3,4,5,6,12,13,13_3,5,6,12,13",FLUSH,6536,"3,5,6,12,13_fl"
"5,6,6,7,11,14,14_unfl",TWO_PAIRS,4915,"6,6,11,14,14_unfl"
"2,4,5,8,10,11,14_2,5,8,10,11",FLUSH,6077,"2,5,8,10,11_fl"
"2,5,6,7,9,9,10_5,6,7,9,10",FLUSH,5969,"5,6,7,9,10_fl"
"4,4,5,6,6,6,12_unfl",FULL_HOUSE,7190,"4,4,6,6,6_unfl"
"3,3,4,6,7,12,12_unfl",TWO_PAIRS,4647,"3,3,7,12,12_unfl"
"3,3,8,8,11,13,13_unfl",TWO_PAIRS,4816,"8,8,11,13,13_unfl"
"2,5,7,8,9,13,14_5,7,8,9,13",FLUSH,6386,"5,7,8,9,13_fl"
"2,3,4,8,9,10,13_2,8,9,10,13",FLUSH,6438,"2,8,9,10,13_fl"
"2,8,8,10,11,13,14_2,8,10,11,13",FLUSH,6515,"2,8,10,11,13_fl"
"11,11,12,12,12,14,14_unfl",FULL_HOUSE,7271,"12,12,12,14,14_unfl"
"2,3,4,7,8,10,13_2,3,4,7,8,10",FLUSH,5942,"3,4,7,8,10_fl"
"3,4,9,9,9,10,10_unfl",FULL_HOUSE,7231,"9,9,9,10,10_unfl"
"2,2,3,5,6,10,11_3,5,6,10,11",FLUSH,6062,"3,5,6,10,11_fl"
"3,5,7,12,13,14,14_5,7,12,13,14",FLUSH,7109,"5,7,12,13,14_fl"
"2,6,6,6,7,8,12_2,6,7,8,12",FLUSH,6140,"2,6,7,8,12_fl"
"5,5,6,8,11,13,14_5,6,8,11,14",FLUSH,6801,"5,6,8,11,14_fl"
"2,2,3,9,10,12,12_unfl",TWO_PAIRS,4639,"2,2,10,12,12_unfl"
"4,5,5,10,10,12,14_4,5,10,12,14",FLUSH,6917,"4,5,10,12,14_fl"
"2,3,4,6,12,13,14_3,4,6,13,14",FLUSH,6982,"3,4,6,13,14_fl"
"5,9,10,10,10,14,14_unfl",FULL_HOUSE,7247,"10,10,10,14,14_unfl"
"3,4,5,6,7,9,11_3,4,5,6,7,9,11",STRAIGHT_FLUSH,7454,"3,4,5,6,7_fl"
"4,5,5,6,6,8,13_4,5,6,8,13",FLUSH,6342,"4,5,6,8,13_fl"
"4,5,6,7,7,8,10_4,5,6,7,8,10",STRAIGHT_FLUSH,7455,"4,5,6,7,8_fl"
"6,8,8,8,10,12,14_unfl",THREE_OF_KIND,5455,"8,8,8,12,14_unfl"
"2,6,7,7,7,12,12_unfl",FULL_HOUSE,7209,"7,7,7,12,12_unfl"
"3,5,7,8,10,13,13_3,5,7,10,13",FLUSH,6402,"3,5,7,10,13_fl"
"5,6,10,10,11,12,13_5,10,11,12,13",FLUSH,6643,"5,10,11,12,13_fl"
"3,6,8,9,11,13,14_3,8,9,11,13",FLUSH,6495,"3,8,9,11,13_fl"
"2,3,4,6,8,11,14_2,3,4,6,11",FLUSH,5985,"2,3,4,6,11_fl"
"2,2,4,5,7,10,12_4,5,7,10,12",FLUSH,6194,"4,5,7,10,12_fl"
"2,3,5,6,12,13,14_unfl",ACE_KING,1242,"5,6,12,13,14_unfl"
"2,6,6,7,9,10,12_2,6,7,9,12",FLUSH,6160,"2,6,7,9,12_fl"
"2,7,8,9,10,11,12_2,7,8,9,10,12",FLUSH,6234,"7,8,9,10,12_fl"
"6,6,8,9,10,13,14_8,9,10,13,14",FLUSH,7059,"8,9,10,13,14_fl"
"2,3,4,7,8,9,10_2,4,7,8,9,10",FLUSH,5982,"4,7,8,9,10_fl"
"3,4,4,5,8,12,14_3,4,5,8,12",FLUSH,6127,"3,4,5,8,12_fl"
"6,6,7,7,10,12,13_unfl",TWO_PAIRS,4300,"6,6,7,7,13_unfl"
"2,5,7,8,9,12,13_2,5,7,8,12",FLUSH,6137,"2,5,7,8,12_fl"
"3,4,8,10,12,13,14_4,8,10,13,14",FLUSH,7049,"4,8,10,13,14_fl"
"6,7,9,9,10,12,12_6,7,9,10,12",FLUSH,6228,"6,7,9,10,12_fl"
"6,8,8,11,12,12,14_unfl",TWO_PAIRS,4708,"8,8,12,12,14_unfl"
"2,5,6,8,11,13,13_2,6,8,11,13",FLUSH,6470,"2,6,8,11,13_fl"
"3,6,7,9,10,12,14_3,6,7,9,10",FLUSH,5967,"3,6,7,9,10_fl"
"4,5,6,8,9,10,14_4,5,6,8,9,10",FLUSH,5979,"5,6,8,9,10_fl"
"3,7,8,8,9,10,12_unfl",ONE_PAIR,2708,"8,8,9,10,12_unfl"
"5,6,7,7,9,11,13_6,7,9,11,13",FLUSH,6493,"6,7,9,11,13_fl"
"3,4,6,7,10,13,14_3,6,7,10,13,14",FLUSH,7046,"6,7,10,13,14_fl"
"3,4,9,10,11,12,14_3,4,10,11,12",FLUSH,6293,"3,4,10,11,12_fl"
"2,2,4,4,6,9,13_2,4,6,9,13",FLUSH,6358,"2,4,6,9,13_fl"
"3,4,6,8,12,14,14_4,6,8,12,14",FLUSH,6884,"4,6,8,12,14_fl"
"2,8,8,11,12,13,14_2,8,11,12,13",FLUSH,6627,"2,8,11,12,13_fl"
"6,7,9,9,10,10,11_6,7,9,10,11",FLUSH,6103,"6,7,9,10,11_fl"
"2,2,3,5,9,14,14_2,3,5,9,14",FLUSH,6682,"2,3,5,9,14_fl"
"2,5,7,8,9,9,9_2,5,7,8,9",FLUSH,5909,"2,5,7,8,9_fl"
"3,3,5,6,7,12,13_3,5,6,7,12",FLUSH,6122,"3,5,6,7,12_fl"
"2,4,6,8,8,12,13_4,6,8,12,13",FLUSH,6556,"4,6,8,12,13_fl"
"3,5,8,9,10,11,13_5,8,9,10,11,13",FLUSH,6527,"8,9,10,11,13_fl"
"9,10,10,11,12,13,14_9,10,11,12,13",STRAIGHT_FLUSH,7460,"9,10,11,12,13_fl"
"2,4,7,11,12,13,14_4,7,11,12,13",FLUSH,6624,"4,7,11,12,13_fl"
"4,7,11,12,12,13,13_4,7,11,12,13",FLUSH,6624,"4,7,11,12,13_fl"
"5,6,7,7,12,13,13_5,6,7,12,13",FLUSH,6547,"5,6,7,12,13_fl"
"2,5,8,9,10,10,12_5,8,9,10,12",FLUSH,6232,"5,8,9,10,12_fl"
"3,4,5,8,9,12,13_3,4,8,9,13",FLUSH,6375,"3,4,8,9,13_fl"
"4,8,9,10,11,12,13_4,9,11,12,13",FLUSH,6635,"4,9,11,12,13_fl"
"3,9,10,13,13,14,14_3,9,10,13,14",FLUSH,7054,"3,9,10,13,14_fl"
"4,6,7,8,10,13,14_4,7,8,10,13",FLUSH,6420,"4,7,8,10,13_fl"
"2,5,6,7,9,10,13_unfl",HIGH_CARD,574,"6,7,9,10,13_unfl"
"5,5,7,9,11,11,11_unfl",FULL_HOUSE,7251,"5,5,11,11,11_unfl"
"2,4,4,7,9,13,14_unfl",ONE_PAIR,1933,"4,4,9,13,14_unfl"
"2,2,11,12,13,13,13_unfl",FULL_HOUSE,7272,"2,2,13,13,13_unfl"
"2,5,6,8,9,12,14_5,6,9,12,14",FLUSH,6900,"5,6,9,12,14_fl"
"2,3,10,12,13,13,14_2,3,10,12,13,14",FLUSH,7125,"3,10,12,13,14_fl"
"3,5,7,7,10,11,13_5,7,10,11,13",FLUSH,6513,"5,7,10,11,13_fl"
"4,6,6,7,9,13,14_4,7,9,13,14",FLUSH,7023,"4,7,9,13,14_fl"
"2,3,5,6,7,8,14_2,3,5,7,14",FLUSH,6652,"2,3,5,7,14_fl"
"2,2,4,5,6,12,12_2,4,5,6,12",FLUSH,6112,"2,4,5,6,12_fl"
"3,4,5,5,6,6,13_unfl",TWO_PAIRS,4245,"5,5,6,6,13_unfl"
"2,3,10,11,11,12,14_unfl",ONE_PAIR,3466,"10,11,11,12,14_unfl"
"2,7,9,10,11,12,12_2,7,9,11,12",FLUSH,6280,"2,7,9,11,12_fl"
"2,4,7,9,10,11,14_2,4,7,9,11,14",FLUSH,6819,"4,7,9,11,14_fl"
"2,2,4,11,12,13,14_2,11,12,13,14",FLUSH,7132,"2,11,12,13,14_fl"
"2,5,6,8,9,11,12_5,6,9,11,12",FLUSH,6279,"5,6,9,11,12_fl"
"4,5,5,6,7,10,14_4,5,6,7,14",FLUSH,6660,"4,5,6,7,14_fl"
"6,7,8,9,10,13,14_6,8,9,13,14",FLUSH,7030,"6,8,9,13,14_fl"
"2,5,6,9,11,12,14_2,6,11,12,14",FLUSH,6946,"2,6,11,12,14_fl"
"2,2,9,10,12,12,13_unfl",TWO_PAIRS,4641,"2,2,12,12,13_unfl"
"2,3,3,9,11,14,14_2,3,9,11,14",FLUSH,6807,"2,3,9,11,14_fl"
"3,4,4,5,12,12,13_unfl",TWO_PAIRS,4663,"4,4,12,12,13_unfl"
"2,3,5,5,5,9,12_unfl",THREE_OF_KIND,5235,"5,5,5,9,12_unfl"
"3,7,7,8,10,11,12_3,7,10,11,12",FLUSH,6302,"3,7,10,11,12_fl"
"2,4,6,7,9,9,13_2,4,6,9,13",FLUSH,6358,"2,4,6,9,13_fl"
"2,3,7,8,11,11,12_3,7,8,11,12",FLUSH,6266,"3,7,8,11,12_fl"
"2,7,8,9,12,14,14_2,7,8,12,14",FLUSH,6886,"2,7,8,12,14_fl"
"5,7,9,9,11,12,13_5,7,11,12,13",FLUSH,6625,"5,7,11,12,13_fl"
"2,4,4,7,8,13,14_2,4,7,8,13,14",FLUSH,7008,"4,7,8,13,14_fl"
"2,7,9,10,12,13,14_2,7,12,13,14",FLUSH,7106,"2,7,12,13,14_fl"
"3,5,8,8,9,10,10_3,5,8,9,10",FLUSH,5974,"3,5,8,9,10_fl"
"3,6,6,7,7,10,14_unfl",TWO_PAIRS,4301,"6,6,7,7,14_unfl"
"3,3,7,7,8,8,12_unfl",TWO_PAIRS,4365,"7,7,8,8,12_unfl"
"3,4,5,6,10,11,13_3,4,6,11,13",FLUSH,6450,"3,4,6,11,13_fl"
"3,6,6,6,12,12,14_unfl",FULL_HOUSE,7197,"6,6,6,12,12_unfl"
"3,4,5,7,8,13,14_3,4,5,7,8,13",FLUSH,6348,"4,5,7,8,13_fl"
"2,7,9,11,12,13,14_2,7,9,11,14",FLUSH,6817,"2,7,9,11,14_fl"
"2,4,6,6,7,13,13_2,4,6,7,13",FLUSH,6328,"2,4,6,7,13_fl"
"2,8,9,9,11,12,13_8,9,11,12,13",FLUSH,6639,"8,9,11,12,13_fl"
"5,5,8,9,12,12,13_unfl",TWO_PAIRS,4674,"5,5,12,12,13_unfl"
"5,6,6,11,12,12,14_5,6,11,12,14",FLUSH,6949,"5,6,11,12,14_fl"
"5,6,9,10,12,14,14_unfl",ONE_PAIR,4072,"9,10,12,14,14_unfl"
"2,4,5,6,7,10,11_2,5,6,7,10,11",FLUSH,6073,"5,6,7,10,11_fl"
"3,5,7,9,10,11,12_3,5,7,10,12",FLUSH,6193,"3,5,7,10,12_fl"
"3,6,7,10,11,13,14_3,6,7,10,11,13",FLUSH,6514,"6,7,10,11,13_fl"
"5,5,9,10,11,12,12_5,9,10,11,12",FLUSH,6315,"5,9,10,11,12_fl"
"2,4,6,9,11,11,12_2,4,6,11,12",FLUSH,6240,"2,4,6,11,12_fl"
"3,3,3,3,7,10,12_unfl",FOUR_OF_KIND,7317,"3,3,3,3,12_unfl"
"2,3,3,9,9,11,13_2,3,9,11,13",FLUSH,6479,"2,3,9,11,13_fl"
"2,2,4,7,9,10,11_2,4,7,9,10,11",FLUSH,6101,"4,7,9,10,11_fl"
"2,2,7,10,10,10,14_unfl",FULL_HOUSE,7236,"2,2,10,10,10_unfl"
"4,7,8,9,10,14,14_unfl",ONE_PAIR,4000,"8,9,10,14,14_unfl"
"5,10,10,11,12,13,13_unfl",TWO_PAIRS,4839,"10,10,12,13,13_unfl"
"2,4,6,9,10,12,14_4,6,9,10,14",FLUSH,6759,"4,6,9,10,14_fl"
"7,7,9,9,10,10,11_unfl",TWO_PAIRS,4529,"9,9,10,10,11_unfl"
"3,4,5,6,7,13,14_3,4,5,6,13,14",FLUSH,6985,"4,5,6,13,14_fl"
"2,3,4,5,9,11,13_2,3,5,9,11",FLUSH,6020,"2,3,5,9,11_fl"
"3,3,5,7,8,10,14_3,5,7,8,10,14",FLUSH,6749,"5,7,8,10,14_fl"
"2,3,3,5,6,7,8_2,3,5,6,7",FLUSH,5865,"2,3,5,6,7_fl"
"2,2,3,4,5,6,11_2,3,4,5,6,11",STRAIGHT_FLUSH,7453,"2,3,4,5,6_fl"
"3,8,9,12,13,13,14_3,8,9,12,14",FLUSH,6907,"3,8,9,12,14_fl"
"5,6,6,10,12,12,12_unfl",FULL_HOUSE,7264,"6,6,12,12,12_unfl"
"4,6,8,9,10,12,14_4,6,9,12,14",FLUSH,6899,"4,6,9,12,14_fl"
"4,7,8,9,13,13,13_4,7,8,9,13",FLUSH,6385,"4,7,8,9,13_fl"
"5,7,9,12,12,13,14_unfl",ONE_PAIR,3694,"9,12,12,13,14_unfl"
"3,4,6,9,10,12,14_3,4,6,9,10,12",FLUSH,6222,"4,6,9,10,12_fl"
"3,3,3,5,9,11,13_3,5,9,11,13",FLUSH,6483,"3,5,9,11,13_fl"
"3,4,4,6,7,9,14_unfl",ONE_PAIR,1901,"4,4,7,9,14_unfl"
"3,5,7,8,10,10,14_unfl",ONE_PAIR,3222,"7,8,10,10,14_unfl"
"2,5,6,7,9,11,13_2,6,7,9,11,13",FLUSH,6493,"6,7,9,11,13_fl"
"3,5,7,8,9,12,14_3,5,7,9,12,14",FLUSH,6904,"5,7,9,12,14_fl"
"3,6,6,10,12,13,14_3,6,12,13,14",FLUSH,7103,"3,6,12,13,14_fl"
"2,3,8,9,10,11,12_2,3,8,10,11,12",FLUSH,6307,"3,8,10,11,12_fl"
"4,7,8,8,10,10,13_unfl",TWO_PAIRS,4520,"8,8,10,10,13_unfl"
"3,4,4,5,5,7,12_unfl",TWO_PAIRS,4200,"4,4,5,5,12_unfl"
"2,8,8,9,10,11,13_2,8,9,10,11",FLUSH,6104,"2,8,9,10,11_fl"
"5,6,8,9,10,12,13_6,8,9,10,12,13",FLUSH,6611,"8,9,10,12,13_fl"
"2,4,5,8,11,11,12_2,4,5,8,11,12",FLUSH,6260,"4,5,8,11,12_fl"
"3,3,5,5,6,7,8_unfl",TWO_PAIRS,4185,"3,3,5,5,8_unfl"
"3,6,7,7,9,12,13_3,6,7,12,13",FLUSH,6545,"3,6,7,12,13_fl"
"4,5,5,6,8,13,14_4,5,8,13,14",FLUSH,7001,"4,5,8,13,14_fl"
"3,3,7,10,10,12,13_3,7,10,12,13",FLUSH,6595,"3,7,10,12,13_fl"
"4,5,6,9,10,13,14_5,6,9,10,13,14",FLUSH,7057,"6,9,10,13,14_fl"
"2,2,3,6,8,8,14_2,3,6,8,14",FLUSH,6665,"2,3,6,8,14_fl"
"2,3,4,5,8,8,13_2,3,4,5,13",FLUSH,6318,"2,3,4,5,13_fl"
"2,6,9,10,11,11,12_2,6,9,10,12",FLUSH,6220,"2,6,9,10,12_fl"
"3,4,5,6,7,10,13_3,6,7,10,13",FLUSH,6405,"3,6,7,10,13_fl"
"2,2,2,8,10,11,14_unfl",THREE_OF_KIND,5058,"2,2,2,11,14_unfl"
"2,7,8,8,10,11,13_2,7,8,10,11",FLUSH,6084,"2,7,8,10,11_fl"
"2,3,3,8,9,14,14_2,3,8,9,14",FLUSH,6701,"2,3,8,9,14_fl"
"2,3,4,6,7,10,14_2,3,4,6,7,14",FLUSH,6657,"3,4,6,7,14_fl"
"2,4,6,7,11,12,14_4,6,7,11,12",FLUSH,6253,"4,6,7,11,12_fl"
"3,4,5,7,12,13,14_3,7,12,13,14",FLUSH,7107,"3,7,12,13,14_fl"
"4,5,10,10,11,12,14_4,10,11,12,14",FLUSH,6970,"4,10,11,12,14_fl"
"3,4,6,8,10,11,14_3,6,8,11,14",FLUSH,6799,"3,6,8,11,14_fl"
"8,8,8,12,12,14,14_unfl",FULL_HOUSE,7223,"8,8,8,14,14_unfl"
"4,5,5,6,7,7,12_unfl",TWO_PAIRS,4288,"5,5,7,7,12_unfl"
"3,4,6,7,7,11,12_3,4,6,7,12",FLUSH,6120,"3,4,6,7,12_fl"
"4,4,6,7,8,10,14_4,6,7,8,14",FLUSH,6679,"4,6,7,8,14_fl"
