comb7_str_key,comb5_name,comb5_nn,comb5_str_key
"3,4,4,4,7,12,12_unfl",FULL_HOUSE,7173,"4,4,4,12,12_unfl"
"3,4,5,6,9,12,14_3,6,9,12,14",FLUSH,6898,"3,6,9,12,14_fl"
"3,4,4,6,7,8,13_3,4,7,8,13",FLUSH,6345,"3,4,7,8,13_fl"
"7,9,9,9,10,10,13_unfl",FULL_HOUSE,7231,"9,9,9,10,10_unfl"
"3,4,6,8,9,11,14_3,4,6,8,9,11",FLUSH,6047,"4,6,8,9,11_fl"
"2,5,6,11,12,13,14_unfl",ACE_KING,1273,"6,11,12,13,14_unfl"
"4,4,5,5,6,8,14_4,5,6,8,14",FLUSH,6670,"4,5,6,8,14_fl"
"5,5,9,10,12,12,14_5,9,10,12,14",FLUSH,6936,"5,9,10,12,14_fl"
"2,6,7,10,10,11,13_2,6,7,10,11",FLUSH,6070,"2,6,7,10,11_fl"
"2,6,7,7,9,10,13_2,6,7,10,13",FLUSH,6404,"2,6,7,10,13_fl"
"2,3,4,5,9,10,12_2,3,4,5,9",FLUSH,5881,"2,3,4,5,9_fl"
"4,5,7,7,8,9,13_unfl",ONE_PAIR,2517,"7,7,8,9,13_unfl"
"3,3,5,6,8,9,13_3,5,6,8,9",FLUSH,5904,"3,5,6,8,9_fl"
"2,4,6,7,12,13,14_2,7,12,13,14",FLUSH,7106,"2,7,12,13,14_fl"
"3,5,6,6,10,12,14_unfl",ONE_PAIR,2365,"6,6,10,12,14_unfl"
"3,5,9,11,11,12,13_5,9,11,12,13",FLUSH,6636,"5,9,11,12,13_fl"
"3,6,7,8,9,13,14_3,7,9,13,14",FLUSH,7022,"3,7,9,13,14_fl"
"2,5,6,7,8,11,12_2,5,6,11,12",FLUSH,6242,"2,5,6,11,12_fl"
"2,2,2,7,9,9,11_unfl",FULL_HOUSE,7146,"2,2,2,9,9_unfl"
"5,7,9,9,12,12,12_unfl",FULL_HOUSE,7267,"9,9,12,12,12_unfl"
"3,4,8,10,11,11,12_unfl",ONE_PAIR,3375,"8,10,11,11,12_unfl"
"2,3,7,10,11,12,14_2,3,7,11,12,14",FLUSH,6951,"3,7,11,12,14_fl"
"2,6,7,8,11,11,13_2,6,7,8,11,13",FLUSH,6478,"6,7,8,11,13_fl"
"2,4,6,6,9,11,13_2,4,9,11,13",FLUSH,6480,"2,4,9,11,13_fl"
"5,7,8,9,10,12,14_5,7,8,9,10,12,14",FLUSH,6939,"8,9,10,12,14_fl"
"6,6,6,7,8,9,14_unfl",THREE_OF_KIND,5320,"6,6,6,9,14_unfl"
"2,5,9,9,10,11,12_5,9,10,11,12",FLUSH,6315,"5,9,10,11,12_fl"
"3,4,6,8,10,13,14_unfl",ACE_KING,1188,"6,8,10,13,14_unfl"
"4,5,5,6,9,11,14_4,5,9,11,14",FLUSH,6812,"4,5,9,11,14_fl"
"2,3,4,8,10,10,12_2,3,4,10,12",FLUSH,6179,"2,3,4,10,12_fl"
"2,2,6,8,10,11,12_2,6,8,10,11",FLUSH,6080,"2,6,8,10,11_fl"
"4,4,6,11,12,13,14_4,6,11,12,14",FLUSH,6948,"4,6,11,12,14_fl"
"4,8,9,9,10,12,14_8,9,10,12,14",FLUSH,6939,"8,9,10,12,14_fl"
"2,3,6,9,12,13,14_2,3,6,12,13,14",FLUSH,7103,"3,6,12,13,14_fl"
"3,6,8,9,11,13,14_3,8,9,11,13,14",FLUSH,7087,"8,9,11,13,14_fl"
"9,9,9,9,11,11,13_unfl",FOUR_OF_KIND,7390,"9,9,9,9,13_unfl"
"3,5,6,9,10,13,13_3,5,6,9,10",FLUSH,5958,"3,5,6,9,10_fl"
"7,11,11,13,13,13,13_unfl",FOUR_OF_KIND,7437,"11,13,13,13,13_unfl"
"2,3,5,6,6,7,11_2,3,5,6,7,11",FLUSH,5997,"3,5,6,7,11_fl"
"2,3,5,6,6,7,10_2,3,5,6,10",FLUSH,5917,"2,3,5,6,10_fl"
"2,2,2,5,7,10,11_unfl",THREE_OF_KIND,5030,"2,2,2,10,11_unfl"
"4,4,6,6,8,10,13_4,6,8,10,13",FLUSH,6416,"4,6,8,10,13_fl"
"3,3,4,9,11,13,14_3,4,9,11,13,14",FLUSH,7083,"4,9,11,13,14_fl"
"4,8,8,9,11,12,14_8,9,11,12,14",FLUSH,6967,"8,9,11,12,14_fl"
"4,8,8,10,10,12,14_unfl",TWO_PAIRS,4521,"8,8,10,10,14_unfl"
"3,5,6,11,11,13,14_3,5,6,13,14",FLUSH,6984,"3,5,6,13,14_fl"
"4,6,7,8,11,11,12_unfl",ONE_PAIR,3361,"7,8,11,11,12_unfl"
"2,3,5,9,12,12,14_2,3,5,9,12,14",FLUSH,6895,"3,5,9,12,14_fl"
"4,6,6,7,7,8,9_unfl",TWO_PAIRS,4296,"6,6,7,7,9_unfl"
"3,5,12,12,13,14,14_3,5,12,13,14",FLUSH,7100,"3,5,12,13,14_fl"
"2,3,3,7,11,12,13_2,3,11,12,13",FLUSH,6612,"2,3,11,12,13_fl"
"5,6,6,8,8,11,13_unfl",TWO_PAIRS,4355,"6,6,8,8,13_unfl"
"3,3,5,6,7,9,14_3,6,7,9,14",FLUSH,6698,"3,6,7,9,14_fl"
"2,3,8,12,13,14,14_2,3,8,12,13,14",FLUSH,7112,"3,8,12,13,14_fl"
"2,4,6,11,13,13,14_unfl",ONE_PAIR,3902,"6,11,13,13,14_unfl"
"3,4,5,8,10,12,14_4,5,8,10,12,14",FLUSH,6930,"5,8,10,12,14_fl"
"2,3,6,8,9,10,14_2,6,9,10,14",FLUSH,6757,"2,6,9,10,14_fl"
"2,4,7,8,8,8,14_2,4,7,8,14",FLUSH,6672,"2,4,7,8,14_fl"
"2,4,4,5,10,11,13_2,5,10,11,13",FLUSH,6503,"2,5,10,11,13_fl"
"2,3,7,9,10,13,14_2,3,10,13,14",FLUSH,7032,"2,3,10,13,14_fl"
"3,3,5,6,6,12,13_unfl",TWO_PAIRS,4223,"3,3,6,6,13_unfl"
"2,3,4,7,9,10,13_2,3,4,9,13",FLUSH,6353,"2,3,4,9,13_fl"
"3,6,8,9,9,10,14_3,6,8,10,14",FLUSH,6743,"3,6,8,10,14_fl"
"3,7,8,8,11,12,14_3,7,8,11,14",FLUSH,6803,"3,7,8,11,14_fl"
"2,4,5,6,9,13,14_2,4,5,6,13",FLUSH,6321,"2,4,5,6,13_fl"
"2,4,6,7,8,9,14_2,4,6,7,8,9,14",FLUSH,6715,"6,7,8,9,14_fl"
"2,3,4,7,8,9,12_2,3,4,7,9,12",FLUSH,6156,"3,4,7,9,12_fl"
"6,8,9,11,11,12,12_unfl",TWO_PAIRS,4738,"9,11,11,12,12_unfl"
"2,3,4,6,8,12,12_2,3,4,6,12",FLUSH,6110,"2,3,4,6,12_fl"
"2,2,5,6,6,10,13_2,5,6,10,13",FLUSH,6395,"2,5,6,10,13_fl"
"2,4,7,9,10,11,12_2,4,7,10,11",FLUSH,6065,"2,4,7,10,11_fl"
"3,4,6,9,10,11,13_4,9,10,11,13",FLUSH,6523,"4,9,10,11,13_fl"
"3,4,5,9,10,13,14_3,9,10,13,14",FLUSH,7054,"3,9,10,13,14_fl"
"4,6,8,9,12,12,14_4,8,9,12,14",FLUSH,6908,"4,8,9,12,14_fl"
"6,7,8,10,11,12,12_6,7,8,10,11",FLUSH,6088,"6,7,8,10,11_fl"
"2,4,4,8,8,8,9_unfl",FULL_HOUSE,7214,"4,4,8,8,8_unfl"
"2,5,7,9,11,12,13_2,5,7,11,12,13",FLUSH,6625,"5,7,11,12,13_fl"
"2,6,9,11,12,13,14_2,6,9,11,14",FLUSH,6813,"2,6,9,11,14_fl"
"3,5,7,7,9,10,14_unfl",ONE_PAIR,2569,"7,7,9,10,14_unfl"
"4,5,6,10,11,12,14_4,5,6,10,11,12,14",FLUSH,6972,"6,10,11,12,14_fl"
"2,6,8,9,12,13,14_2,6,8,9,12,14",FLUSH,6910,"6,8,9,12,14_fl"
"3,5,6,8,12,12,14_3,5,6,8,14",FLUSH,6669,"3,5,6,8,14_fl"
"7,8,10,12,13,13,14_7,8,10,12,13",FLUSH,6604,"7,8,10,12,13_fl"
"3,3,3,4,4,12,12_unfl",FULL_HOUSE,7161,"3,3,3,12,12_unfl"
"2,8,8,9,10,12,13_2,8,9,10,13",FLUSH,6438,"2,8,9,10,13_fl"
"2,4,5,9,11,12,12_2,4,5,9,12",FLUSH,6146,"2,4,5,9,12_fl"
"2,3,9,10,10,13,14_2,3,9,10,13",FLUSH,6423,"2,3,9,10,13_fl"
"3,4,5,6,9,11,14_3,4,5,6,9,11",FLUSH,6028,"4,5,6,9,11_fl"
"5,7,10,11,12,12,13_5,7,10,11,12,13",FLUSH,6645,"7,10,11,12,13_fl"
"2,2,3,4,7,10,12_2,3,4,7,10,12",FLUSH,6191,"3,4,7,10,12_fl"
"2,3,4,6,7,8,11_2,3,4,6,7,11",FLUSH,5995,"3,4,6,7,11_fl"
"2,3,4,6,7,8,12_3,6,7,8,12",FLUSH,6141,"3,6,7,8,12_fl"
"2,4,6,7,8,8,13_unfl",ONE_PAIR,2731,"6,7,8,8,13_unfl"
"3,6,9,11,11,13,14_3,6,9,13,14",FLUSH,7018,"3,6,9,13,14_fl"
"2,4,4,5,7,8,10_2,4,5,7,8,10",FLUSH,5945,"4,5,7,8,10_fl"
"3,4,5,7,9,11,12_4,5,9,11,12",FLUSH,6275,"4,5,9,11,12_fl"
"2,7,8,9,10,12,13_7,8,10,12,13",FLUSH,6604,"7,8,10,12,13_fl"
"3,7,10,10,11,12,14_3,7,10,12,14",FLUSH,6923,"3,7,10,12,14_fl"
"2,6,8,9,10,13,13_unfl",ONE_PAIR,3780,"8,9,10,13,13_unfl"
"2,3,5,6,10,11,14_2,3,10,11,14",FLUSH,6828,"2,3,10,11,14_fl"
"3,4,5,6,6,11,13_3,4,5,11,13",FLUSH,6447,"3,4,5,11,13_fl"
"2,4,4,5,7,7,14_unfl",TWO_PAIRS,4279,"4,4,7,7,14_unfl"
"4,5,6,7,10,14,14_4,6,7,10,14",FLUSH,6734,"4,6,7,10,14_fl"
"2,3,4,9,11,12,13_2,3,4,9,11,13",FLUSH,6481,"3,4,9,11,13_fl"
"4,4,8,9,11,12,13_unfl",ONE_PAIR,1881,"4,4,11,12,13_unfl"
"4,6,7,7,7,9,13_4,6,7,9,13",FLUSH,6371,"4,6,7,9,13_fl"
"4,6,8,8,9,12,13_4,6,9,12,13",FLUSH,6571,"4,6,9,12,13_fl"
"2,6,7,8,11,11,13_unfl",ONE_PAIR,3397,"7,8,11,11,13_unfl"
"5,5,8,10,11,11,13_5,8,10,11,13",FLUSH,6518,"5,8,10,11,13_fl"
"3,5,6,8,9,10,13_5,6,8,9,10",FLUSH,5979,"5,6,8,9,10_fl"
"8,8,9,10,10,12,13_8,9,10,12,13",FLUSH,6611,"8,9,10,12,13_fl"
"5,6,7,8,12,13,14_5,6,8,12,14",FLUSH,6885,"5,6,8,12,14_fl"
"4,6,8,8,8,10,10_unfl",FULL_HOUSE,7219,"8,8,8,10,10_unfl"
"9,11,11,11,13,13,13_unfl",FULL_HOUSE,7281,"11,11,13,13,13_unfl"
"2,7,7,7,9,11,14_2,7,9,11,14",FLUSH,6817,"2,7,9,11,14_fl"
"2,4,6,8,9,11,12_2,4,6,9,11",FLUSH,6024,"2,4,6,9,11_fl"
"3,6,8,12,12,13,14_3,8,12,13,14",FLUSH,7112,"3,8,12,13,14_fl"
"2,3,4,5,9,10,12_3,5,9,10,12",FLUSH,6218,"3,5,9,10,12_fl"
"2,4,4,4,7,12,14_unfl",THREE_OF_KIND,5191,"4,4,4,12,14_unfl"
"2,2,2,3,4,13,14_2,3,4,13,14",FLUSH,6976,"2,3,4,13,14_fl"
"3,4,5,6,13,13,14_unfl",ONE_PAIR,3871,"5,6,13,13,14_unfl"
"2,3,4,8,11,13,13_2,3,4,8,11",FLUSH,5999,"2,3,4,8,11_fl"
"4,6,7,7,10,10,14_unfl",TWO_PAIRS,4510,"7,7,10,10,14_unfl"
"3,3,4,4,7,7,10_unfl",TWO_PAIRS,4275,"4,4,7,7,10_unfl"
"6,6,7,8,9,11,13_7,8,9,11,13",FLUSH,6499,"7,8,9,11,13_fl"
"3,3,7,9,9,13,14_3,7,9,13,14",FLUSH,7022,"3,7,9,13,14_fl"
"2,3,4,9,10,11,11_2,4,9,10,11",FLUSH,6090,"2,4,9,10,11_fl"
"2,3,8,9,9,12,14_2,3,8,9,12",FLUSH,6164,"2,3,8,9,12_fl"
"2,5,6,7,8,10,13_2,5,6,8,10",FLUSH,5937,"2,5,6,8,10_fl"
"5,6,9,10,10,13,13_5,6,9,10,13",FLUSH,6432,"5,6,9,10,13_fl"
"3,4,6,12,13,14,14_3,4,6,12,14",FLUSH,6862,"3,4,6,12,14_fl"
"2,2,3,11,11,13,14_2,3,11,13,14",FLUSH,7060,"2,3,11,13,14_fl"
"3,4,6,7,7,8,9_3,4,6,7,8",FLUSH,5878,"3,4,6,7,8_fl"
"3,4,7,8,10,10,11_3,4,7,10,11",FLUSH,6066,"3,4,7,10,11_fl"
"2,5,9,10,11,13,13_2,5,10,11,13",FLUSH,6503,"2,5,10,11,13_fl"
"2,2,4,8,11,12,14_2,4,11,12,14",FLUSH,6941,"2,4,11,12,14_fl"
"2,4,5,10,11,11,13_2,4,5,10,11",FLUSH,6056,"2,4,5,10,11_fl"
"2,3,3,4,10,12,14_2,3,4,10,12,14",FLUSH,6914,"3,4,10,12,14_fl"
"2,3,4,8,9,11,14_2,3,4,8,9,14",FLUSH,6703,"3,4,8,9,14_fl"
"2,3,4,5,6,8,9_2,3,4,5,8",FLUSH,5867,"2,3,4,5,8_fl"
"3,4,5,6,12,13,14_4,5,12,13,14",FLUSH,7101,"4,5,12,13,14_fl"
"2,5,6,8,12,13,14_2,5,6,8,14",FLUSH,6668,"2,5,6,8,14_fl"
"2,4,5,6,7,9,10_2,4,5,6,9",FLUSH,5884,"2,4,5,6,9_fl"
"4,5,8,9,9,12,13_unfl",ONE_PAIR,2979,"8,9,9,12,13_unfl"
"3,4,6,7,12,13,14_3,4,7,12,14",FLUSH,6868,"3,4,7,12,14_fl"
"3,4,5,8,9,9,13_3,4,5,8,13",FLUSH,6336,"3,4,5,8,13_fl"
"2,4,8,9,10,11,12_4,8,9,10,12",FLUSH,6231,"4,8,9,10,12_fl"
"2,3,3,6,11,11,14_unfl",TWO_PAIRS,4554,"3,3,11,11,14_unfl"
"2,5,6,8,10,12,12_2,5,6,8,10",FLUSH,5937,"2,5,6,8,10_fl"
"2,3,4,6,6,9,13_2,3,4,6,9",FLUSH,5882,"2,3,4,6,9_fl"
"6,8,9,11,11,12,12_6,8,9,11,12",FLUSH,6289,"6,8,9,11,12_fl"
"6,7,9,11,12,12,13_6,7,9,12,13",FLUSH,6577,"6,7,9,12,13_fl"
"3,4,7,11,11,12,14_unfl",ONE_PAIR,3463,"7,11,11,12,14_unfl"
"2,3,4,9,12,13,14_2,3,4,9,12",FLUSH,6144,"2,3,4,9,12_fl"
"3,4,5,7,8,10,10_3,4,5,8,10",FLUSH,5933,"3,4,5,8,10_fl"
"4,6,7,9,10,13,13_6,7,9,10,13",FLUSH,6437,"6,7,9,10,13_fl"
"3,5,5,5,9,11,12_3,5,9,11,12",FLUSH,6274,"3,5,9,11,12_fl"
"3,4,6,6,8,9,14_3,4,6,9,14",FLUSH,6687,"3,4,6,9,14_fl"
"2,4,6,6,8,10,12_unfl",ONE_PAIR,2267,"6,6,8,10,12_unfl"
"2,4,5,7,8,11,12_2,4,5,7,11,12",FLUSH,6250,"4,5,7,11,12_fl"
"3,5,7,8,9,12,13_3,5,7,8,12",FLUSH,6138,"3,5,7,8,12_fl"
"5,6,6,7,11,12,13_5,7,11,12,13",FLUSH,6625,"5,7,11,12,13_fl"
"4,4,6,8,9,9,12_unfl",TWO_PAIRS,4398,"4,4,9,9,12_unfl"
"2,3,3,3,8,9,11_unfl",THREE_OF_KIND,5095,"3,3,3,9,11_unfl"
"3,7,7,8,12,12,12_unfl",FULL_HOUSE,7265,"7,7,12,12,12_unfl"
"4,5,8,10,10,12,14_4,8,10,12,14",FLUSH,6929,"4,8,10,12,14_fl"
"3,3,4,4,4,10,11_unfl",FULL_HOUSE,7165,"3,3,4,4,4_unfl"
"5,6,8,10,11,12,13_5,6,8,10,11,12,13",FLUSH,6646,"8,10,11,12,13_fl"
"2,4,5,7,8,10,14_2,7,8,10,14",FLUSH,6746,"2,7,8,10,14_fl"
"4,5,7,7,10,11,12_4,5,7,10,11,12",FLUSH,6304,"5,7,10,11,12_fl"
"2,5,7,9,9,12,13_2,5,9,12,13",FLUSH,6566,"2,5,9,12,13_fl"
"3,4,4,7,12,12,14_unfl",TWO_PAIRS,4664,"4,4,12,12,14_unfl"
"3,8,9,10,11,14,14_3,8,9,10,11,14",FLUSH,6855,"8,9,10,11,14_fl"
"3,5,7,10,11,12,13_5,10,11,12,13",FLUSH,6643,"5,10,11,12,13_fl"
"2,5,8,11,11,12,14_2,5,8,11,12",FLUSH,6258,"2,5,8,11,12_fl"
"4,5,6,7,10,11,12_5,6,7,10,12",FLUSH,6198,"5,6,7,10,12_fl"
"3,6,7,8,9,10,14_6,7,9,10,14",FLUSH,6765,"6,7,9,10,14_fl"
"2,3,3,5,8,9,11_unfl",ONE_PAIR,1573,"3,3,8,9,11_unfl"
"4,4,6,10,12,13,14_4,10,12,13,14",FLUSH,7126,"4,10,12,13,14_fl"
"2,3,4,5,6,8,13_2,3,4,5,8",FLUSH,5867,"2,3,4,5,8_fl"
"2,3,4,5,11,12,14_3,4,5,11,14",FLUSH,6775,"3,4,5,11,14_fl"
"2,4,5,9,11,13,14_2,5,11,13,14",FLUSH,7063,"2,5,11,13,14_fl"
"3,3,5,9,12,14,14_3,5,9,12,14",FLUSH,6895,"3,5,9,12,14_fl"
"3,4,5,7,8,10,12_3,4,5,7,8,10,12",FLUSH,6212,"5,7,8,10,12_fl"
"3,7,7,8,9,12,13_3,7,8,9,13",FLUSH,6384,"3,7,8,9,13_fl"
"3,4,7,7,7,9,12_3,4,7,9,12",FLUSH,6156,"3,4,7,9,12_fl"
"2,3,5,6,8,9,11_2,3,5,6,8",FLUSH,5869,"2,3,5,6,8_fl"
"2,4,6,7,9,10,11_2,4,6,7,9",FLUSH,5891,"2,4,6,7,9_fl"
"5,6,9,10,10,14,14_unfl",TWO_PAIRS,4958,"9,10,10,14,14_unfl"
"2,2,5,7,9,10,10_2,5,7,9,10",FLUSH,5963,"2,5,7,9,10_fl"
"2,4,4,6,8,11,13_2,4,6,8,11",FLUSH,6004,"2,4,6,8,11_fl"
"2,3,5,6,8,12,13_2,6,8,12,13",FLUSH,6554,"2,6,8,12,13_fl"
"3,4,5,6,12,13,13_3,4,5,6,12",FLUSH,6113,"3,4,5,6,12_fl"
"3,5,7,7,9,13,14_3,5,7,9,14",FLUSH,6695,"3,5,7,9,14_fl"
"2,3,6,8,8,9,14_3,6,8,9,14",FLUSH,6708,"3,6,8,9,14_fl"
"3,4,4,7,7,12,13_unfl",TWO_PAIRS,4278,"4,4,7,7,13_unfl"
"4,5,6,6,9,13,14_unfl",ONE_PAIR,2373,"6,6,9,13,14_unfl"
"2,6,9,9,10,11,14_2,9,10,11,14",FLUSH,6849,"2,9,10,11,14_fl"
"2,8,10,11,11,12,13_2,8,10,11,12,13",FLUSH,6646,"8,10,11,12,13_fl"
"4,5,5,10,11,13,14_4,5,10,13,14",FLUSH,7037,"4,5,10,13,14_fl"
"3,5,9,10,11,12,13_3,5,10,11,12,13",FLUSH,6643,"5,10,11,12,13_fl"
"2,3,5,6,9,12,14_2,5,6,12,14",FLUSH,6863,"2,5,6,12,14_fl"
"5,5,7,8,10,10,10_unfl",FULL_HOUSE,7239,"5,5,10,10,10_unfl"
"3,4,6,10,11,12,13_3,6,10,11,13",FLUSH,6507,"3,6,10,11,13_fl"
"3,4,5,6,10,11,14_3,4,5,10,11,14",FLUSH,6833,"4,5,10,11,14_fl"
"3,5,8,8,9,10,13_unfl",ONE_PAIR,2744,"8,8,9,10,13_unfl"
"5,10,10,11,11,14,14_unfl",TWO_PAIRS,4970,"10,11,11,14,14_unfl"
"4,5,7,8,9,12,13_4,7,8,9,12",FLUSH,6176,"4,7,8,9,12_fl"
"3,4,6,8,9,10,12_unfl",HIGH_CARD,370,"6,8,9,10,12_unfl"
"5,6,6,8,8,11,12_unfl",TWO_PAIRS,4354,"6,6,8,8,12_unfl"
"3,3,4,5,7,8,14_3,4,5,8,14",FLUSH,6664,"3,4,5,8,14_fl"
"2,3,5,8,10,11,12_2,3,5,8,10",FLUSH,5931,"2,3,5,8,10_fl"
"3,4,5,6,6,12,14_3,5,6,12,14",FLUSH,6864,"3,5,6,12,14_fl"
"2,3,4,6,7,10,11_2,3,4,6,10",FLUSH,5916,"2,3,4,6,10_fl"
"3,3,3,7,10,10,12_unfl",FULL_HOUSE,7159,"3,3,3,10,10_unfl"
"3,4,6,8,8,10,12_3,6,8,10,12",FLUSH,6206,"3,6,8,10,12_fl"
"5,5,5,9,11,11,11_unfl",FULL_HOUSE,7251,"5,5,11,11,11_unfl"
"4,8,9,11,11,12,14_4,8,9,11,12,14",FLUSH,6967,"8,9,11,12,14_fl"
"6,7,8,10,11,12,13_6,7,10,11,12,13",FLUSH,6645,"7,10,11,12,13_fl"
"8,8,10,10,10,11,13_unfl",FULL_HOUSE,7242,"8,8,10,10,10_unfl"
"3,3,4,5,9,13,14_3,5,9,13,14",FLUSH,7015,"3,5,9,13,14_fl"
"3,4,9,11,12,13,14_3,4,9,11,12,13,14",FLUSH,7139,"9,11,12,13,14_fl"
"3,6,7,8,10,10,10_unfl",THREE_OF_KIND,5543,"7,8,10,10,10_unfl"
"3,3,3,4,7,13,14_3,4,7,13,14",FLUSH,6988,"3,4,7,13,14_fl"
"3,8,8,9,10,11,12_3,8,9,10,12",FLUSH,6230,"3,8,9,10,12_fl"
"2,6,9,9,10,12,13_2,6,10,12,13",FLUSH,6590,"2,6,10,12,13_fl"
"2,5,6,8,10,11,14_5,8,10,11,14",FLUSH,6846,"5,8,10,11,14_fl"
"3,4,4,6,8,8,9_3,4,6,8,9",FLUSH,5902,"3,4,6,8,9_fl"
"2,3,8,9,10,11,11_2,3,8,10,11",FLUSH,6074,"2,3,8,10,11_fl"
"2,4,5,8,9,10,11_2,4,5,8,9,11",FLUSH,6044,"4,5,8,9,11_fl"
"2,4,5,10,11,14,14_2,5,10,11,14",FLUSH,6831,"2,5,10,11,14_fl"
"3,4,7,10,10,11,14_4,7,10,11,14",FLUSH,6840,"4,7,10,11,14_fl"
"2,6,7,8,13,13,14_2,6,7,13,14",FLUSH,6992,"2,6,7,13,14_fl"
"5,5,7,9,10,10,14_unfl",TWO_PAIRS,4488,"5,5,10,10,14_unfl"
"2,4,5,7,10,11,14_2,4,5,10,11",FLUSH,6056,"2,4,5,10,11_fl"
"3,3,3,6,6,7,9_unfl",FULL_HOUSE,7155,"3,3,3,6,6_unfl"
"3,6,8,9,11,12,14_3,6,8,11,12,14",FLUSH,6959,"6,8,11,12,14_fl"
"4,7,9,9,9,13,14_4,7,9,13,14",FLUSH,7023,"4,7,9,13,14_fl"
"3,5,5,8,9,12,14_3,5,8,12,14",FLUSH,6880,"3,5,8,12,14_fl"
"2,3,6,7,10,13,14_2,3,10,13,14",FLUSH,7032,"2,3,10,13,14_fl"
"2,5,8,9,11,12,13_2,5,8,9,11,12",FLUSH,6288,"5,8,9,11,12_fl"
"3,5,5,8,8,13,14_unfl",TWO_PAIRS,4345,"5,5,8,8,14_unfl"
"2,4,7,7,8,9,10_2,4,8,9,10",FLUSH,5971,"2,4,8,9,10_fl"
"2,3,3,4,4,7,10_2,3,4,7,10",FLUSH,5920,"2,3,4,7,10_fl"
"3,4,6,10,10,11,12_3,4,10,11,12",FLUSH,6293,"3,4,10,11,12_fl"
"2,3,7,8,8,9,11_2,3,7,8,11",FLUSH,6009,"2,3,7,8,11_fl"
"6,6,6,9,9,9,12_unfl",FULL_HOUSE,7228,"6,6,9,9,9_unfl"
"3,4,5,8,10,13,14_3,5,8,10,13",FLUSH,6412,"3,5,8,10,13_fl"
"4,8,9,11,11,11,13_4,8,9,11,13",FLUSH,6496,"4,8,9,11,13_fl"
"2,4,4,4,5,10,11_unfl",THREE_OF_KIND,5162,"4,4,4,10,11_unfl"
"2,4,5,12,12,13,13_2,4,5,12,13",FLUSH,6530,"2,4,5,12,13_fl"
"2,4,5,6,12,13,14_2,4,12,13,14",FLUSH,7097,"2,4,12,13,14_fl"
"2,4,6,7,9,11,12_2,4,6,7,9,11",FLUSH,6037,"4,6,7,9,11_fl"
"2,2,3,4,7,11,12_2,3,4,7,12",FLUSH,6114,"2,3,4,7,12_fl"
"2,3,6,7,8,12,13_3,6,8,12,13",FLUSH,6555,"3,6,8,12,13_fl"
"2,2,2,2,5,7,14_unfl",FOUR_OF_KIND,7307,"2,2,2,2,14_unfl"
"2,4,7,9,11,12,14_2,7,9,11,12",FLUSH,6280,"2,7,9,11,12_fl"
"4,5,6,6,8,9,13_4,5,6,8,9,13",FLUSH,6382,"5,6,8,9,13_fl"
"2,6,8,9,10,12,12_2,6,9,10,12",FLUSH,6220,"2,6,9,10,12_fl"
"2,3,6,7,10,12,14_3,6,7,10,12,14",FLUSH,6926,"6,7,10,12,14_fl"
"3,5,6,9,11,13,14_5,6,9,11,13,14",FLUSH,7085,"6,9,11,13,14_fl"
"2,3,7,10,10,11,12_2,7,10,11,12",FLUSH,6301,"2,7,10,11,12_fl"
"3,4,5,6,7,9,14_4,5,6,9,14",FLUSH,6690,"4,5,6,9,14_fl"
"2,4,4,5,10,14,14_2,4,5,10,14",FLUSH,6718,"2,4,5,10,14_fl"
"4,6,10,11,12,13,14_4,6,10,12,13",FLUSH,6592,"4,6,10,12,13_fl"
"2,2,2,3,4,4,9_unfl",FULL_HOUSE,7141,"2,2,2,4,4_unfl"
"2,2,4,7,9,12,12_2,4,7,9,12",FLUSH,6155,"2,4,7,9,12_fl"
"2,3,8,11,14,14,14_2,3,8,11,14",FLUSH,6792,"2,3,8,11,14_fl"
"2,4,6,7,9,10,13_2,4,6,10,13",FLUSH,6393,"2,4,6,10,13_fl"
"2,4,7,11,12,13,14_2,7,11,12,14",FLUSH,6950,"2,7,11,12,14_fl"
"2,3,8,9,11,12,14_3,8,9,12,14",FLUSH,6907,"3,8,9,12,14_fl"
"4,4,9,12,12,13,13_unfl",TWO_PAIRS,4859,"9,12,12,13,13_unfl"
"2,4,8,9,10,12,14_2,8,9,10,12",FLUSH,6229,"2,8,9,10,12_fl"
"2,5,9,12,12,12,13_2,5,9,12,13",FLUSH,6566,"2,5,9,12,13_fl"
"4,5,6,7,8,11,14_4,5,6,7,8,14",STRAIGHT_FLUSH,7455,"4,5,6,7,8_fl"
"2,5,8,10,11,14,14_2,5,8,10,11",FLUSH,6077,"2,5,8,10,11_fl"
"2,4,7,8,9,11,12_4,7,9,11,12",FLUSH,6282,"4,7,9,11,12_fl"
"3,5,6,8,9,11,11_3,6,8,9,11",FLUSH,6046,"3,6,8,9,11_fl"
"4,4,4,5,8,11,12_unfl",THREE_OF_KIND,5171,"4,4,4,11,12_unfl"
"2,3,4,7,9,13,13_unfl",ONE_PAIR,3744,"4,7,9,13,13_unfl"
"2,5,10,11,12,14,14_2,5,10,11,12",FLUSH,6294,"2,5,10,11,12_fl"
"2,3,5,6,11,11,13_2,3,6,11,13",FLUSH,6448,"2,3,6,11,13_fl"
"2,5,7,10,12,12,12_unfl",THREE_OF_KIND,5688,"7,10,12,12,12_unfl"
"2,6,6,8,11,12,13_2,6,8,11,13",FLUSH,6470,"2,6,8,11,13_fl"
